week_end_date,total_weekly_sales,pred_sales,error,abs_error,rmse
2019-01-06,17619.0,26562.760882038536,8943.760882038536,8943.760882038536,8943.760882038536
2019-01-13,31675.0,30687.238182405537,-987.7618175944626,987.7618175944626,987.7618175944626
2019-01-20,36689.0,33420.347657291444,-3268.652342708556,3268.652342708556,3268.652342708556
2019-01-27,33064.0,30941.813821728192,-2122.186178271808,2122.186178271808,2122.186178271808
2019-02-03,21819.0,23036.17431515073,1217.174315150729,1217.174315150729,1217.174315150729
2019-02-10,640.0,9421.948397450988,8781.948397450988,8781.948397450988,8781.948397450988
2019-02-17,20790.0,26827.69726727062,6037.6972672706215,6037.6972672706215,6037.6972672706215
2019-02-24,23117.0,28284.849270048308,5167.849270048308,5167.849270048308,5167.849270048308
2019-03-03,22300.0,26871.52295295489,4571.522952954892,4571.522952954892,4571.522952954892
2019-03-10,27074.0,31173.93424875972,4099.934248759713,4099.934248759713,4099.934248759713
2019-03-17,17715.0,24356.541019039625,6641.541019039625,6641.541019039625,6641.541019039625
2019-03-24,25664.0,29094.22423666311,3430.224236663111,3430.224236663111,3430.224236663111
2019-03-31,30100.0,32204.330973216245,2104.330973216245,2104.330973216245,2104.330973216245
2019-04-07,18864.0,23608.046592999817,4744.046592999817,4744.046592999817,4744.046592999817
2019-04-14,22519.0,28321.98801327782,5802.98801327782,5802.98801327782,5802.98801327782
2019-04-21,26621.0,31795.051866815065,5174.051866815065,5174.051866815065,5174.051866815065
2019-04-28,33361.0,35038.91762715806,1677.9176271580582,1677.9176271580582,1677.9176271580582
2019-05-05,19740.0,20141.556111624148,401.5561116241479,401.5561116241479,401.5561116241479
2019-05-12,21707.0,24219.266792933748,2512.266792933748,2512.266792933748,2512.266792933748
2019-05-19,27360.0,30235.891131922803,2875.8911319228027,2875.8911319228027,2875.8911319228027
2019-05-26,20805.0,22742.58144216819,1937.5814421681896,1937.5814421681896,1937.5814421681896
2019-06-02,29462.0,31964.10228775193,2502.102287751932,2502.102287751932,2502.102287751932
2019-06-09,22502.0,25159.518415938368,2657.518415938368,2657.518415938368,2657.518415938368
2019-06-16,30038.0,32361.05281105869,2323.0528110586856,2323.0528110586856,2323.0528110586856
2019-06-23,19286.0,23434.89893410802,4148.89893410802,4148.89893410802,4148.89893410802
2019-06-30,27112.0,30846.64257296709,3734.642572967088,3734.642572967088,3734.642572967088
2019-07-07,25114.0,27882.31847002922,2768.3184700292186,2768.3184700292186,2768.3184700292186
2019-07-14,28248.0,30599.368273356147,2351.368273356148,2351.368273356148,2351.368273356148
2019-07-21,21915.0,24476.33443179137,2561.3344317913725,2561.3344317913725,2561.3344317913725
2019-07-28,25718.0,29122.91646311408,3404.916463114077,3404.916463114077,3404.916463114077
2019-08-04,27122.0,30647.93733141947,3525.937331419471,3525.937331419471,3525.937331419471
2019-08-11,27990.0,30806.22353563916,2816.223535639161,2816.223535639161,2816.223535639161
2019-08-18,24757.0,27207.71680416835,2450.716804168351,2450.716804168351,2450.716804168351
2019-08-25,23273.0,25160.43673404383,1887.436734043829,1887.436734043829,1887.436734043829
2019-09-01,25855.0,28714.559806962323,2859.559806962323,2859.559806962323,2859.559806962323
2019-09-08,28091.0,31769.976752460643,3678.976752460643,3678.976752460643,3678.976752460643
2019-09-15,27754.0,30677.18955157221,2923.18955157221,2923.18955157221,2923.18955157221
2019-09-22,31030.0,38607.62319435149,7577.623194351494,7577.623194351494,7577.623194351494
2019-09-29,40448.0,42888.9532229637,2440.953222963697,2440.953222963697,2440.953222963697
2019-10-06,2620.0,10149.75309731142,7529.753097311421,7529.753097311421,7529.753097311421
2019-10-13,31291.0,34561.49129119668,3270.491291196682,3270.491291196682,3270.491291196682
2019-10-20,21143.0,26673.625381142603,5530.625381142603,5530.625381142603,5530.625381142603
2019-10-27,30152.0,33681.7086055283,3529.7086055283,3529.7086055283,3529.7086055283
2019-11-03,18323.0,24006.347678949376,5683.347678949376,5683.347678949376,5683.347678949376
2019-11-10,29473.0,31041.8724656399,1568.872465639899,1568.872465639899,1568.872465639899
2019-11-17,27208.0,29176.81171965357,1968.811719653575,1968.811719653575,1968.811719653575
2019-11-24,28615.0,31182.169348385443,2567.169348385444,2567.169348385444,2567.169348385444
2019-12-01,21237.0,24726.912970601246,3489.9129706012463,3489.9129706012463,3489.9129706012463
2019-12-08,30513.0,30925.59552291053,412.5955229105348,412.5955229105348,412.5955229105348
2019-12-15,32256.0,32502.609005112365,246.60900511236468,246.60900511236468,246.60900511236468
2019-12-22,29722.0,32386.061203843947,2664.0612038439467,2664.0612038439467,2664.0612038439467
2019-12-29,22008.0,23400.514296826263,1392.5142968262626,1392.5142968262626,1392.5142968262626
2025-12-07,33384.0,33194.7654164398,-189.2345835602028,189.2345835602028,189.2345835602028
2025-12-07,32068.81975654552,33194.7654164398,1125.945659894278,1125.945659894278,1125.945659894278
2025-12-14,35264.0,34992.44969225974,-271.5503077402609,271.5503077402609,271.5503077402609
2025-12-14,34547.74756498299,34992.44969225974,444.7021272767525,444.7021272767525,444.7021272767525
2025-12-21,29424.0,29337.216182900327,-86.78381709967289,86.78381709967289,86.78381709967289
2025-12-21,29775.2065805704,29337.216182900327,-437.9903976700698,437.9903976700698,437.9903976700698
2025-12-28,45138.0,46055.53132875048,917.531328750476,917.531328750476,917.531328750476
2025-12-28,46098.14496503848,46055.53132875048,-42.613636287998816,42.613636287998816,42.613636287998816
2026-01-04,24616.0,20964.63078122957,-3651.3692187704255,3651.3692187704255,3651.3692187704255
2026-01-04,23597.179144872407,20964.63078122957,-2632.548363642833,2632.548363642833,2632.548363642833
