week_end_date,total_weekly_sales,pred_sales,error,abs_error,rmse
2019-01-06,17619.0,26210.81006844985,8591.81006844985,8591.81006844985,8591.81006844985
2019-01-13,31675.0,30661.854842043143,-1013.1451579568566,1013.1451579568566,1013.1451579568566
2019-01-20,36689.0,33842.73952505641,-2846.2604749435923,2846.2604749435923,2846.2604749435923
2019-01-27,33064.0,30864.6326128978,-2199.367387102204,2199.367387102204,2199.367387102204
2019-02-03,21819.0,22775.517699326738,956.5176993267378,956.5176993267378,956.5176993267378
2019-02-10,640.0,8983.042841200564,8343.042841200564,8343.042841200564,8343.042841200564
2019-02-17,20790.0,26411.95804420929,5621.958044209288,5621.958044209288,5621.958044209288
2019-02-24,23117.0,28644.54804935263,5527.54804935263,5527.54804935263,5527.54804935263
2019-03-03,22300.0,27067.114372273503,4767.114372273503,4767.114372273503,4767.114372273503
2019-03-10,27074.0,31194.058026199506,4120.058026199502,4120.058026199502,4120.058026199502
2019-03-17,17715.0,23580.93922788501,5865.93922788501,5865.93922788501,5865.93922788501
2019-03-24,25664.0,29195.880508672835,3531.8805086728357,3531.8805086728357,3531.8805086728357
2019-03-31,30100.0,31948.472776237497,1848.4727762374969,1848.4727762374969,1848.4727762374969
2019-04-07,18864.0,23380.793710000104,4516.793710000104,4516.793710000104,4516.793710000104
2019-04-14,22519.0,28152.88847982118,5633.88847982118,5633.88847982118,5633.88847982118
2019-04-21,26621.0,32035.284922013598,5414.284922013594,5414.284922013594,5414.284922013594
2019-04-28,33361.0,35497.227124665296,2136.2271246652963,2136.2271246652963,2136.2271246652963
2019-05-05,19740.0,20224.376847773707,484.3768477737067,484.3768477737067,484.3768477737067
2019-05-12,21707.0,23595.92470648626,1888.924706486261,1888.924706486261,1888.924706486261
2019-05-19,27360.0,30679.838942262988,3319.838942262988,3319.838942262988,3319.838942262988
2019-05-26,20805.0,22265.24006574599,1460.2400657459912,1460.2400657459912,1460.2400657459912
2019-06-02,29462.0,31910.5240882775,2448.5240882775,2448.5240882775,2448.5240882775
