week_end_date,total_weekly_sales,pred_sales,error,abs_error,rmse
2019-06-09,22502.0,24998.93556618428,2496.935566184282,2496.935566184282,2496.935566184282
2019-06-16,30038.0,32173.120984967947,2135.120984967947,2135.120984967947,2135.120984967947
2019-06-23,19286.0,23378.561127879013,4092.561127879013,4092.561127879013,4092.561127879013
2019-06-30,27112.0,30448.56919075764,3336.56919075764,3336.56919075764,3336.56919075764
2019-07-07,25114.0,27763.461609836,2649.461609836002,2649.461609836002,2649.461609836002
2019-07-14,28248.0,30540.41729787466,2292.417297874661,2292.417297874661,2292.417297874661
2019-07-21,21915.0,24492.2127788318,2577.2127788318,2577.2127788318,2577.2127788318
2019-07-28,25718.0,29516.07159119616,3798.071591196156,3798.071591196156,3798.071591196156
2019-08-04,27122.0,30873.329451592057,3751.329451592057,3751.329451592057,3751.329451592057
2019-08-11,27990.0,31261.178732024928,3271.178732024928,3271.178732024928,3271.178732024928
2019-08-18,24757.0,27446.869543129054,2689.869543129058,2689.869543129058,2689.869543129058
2019-08-25,23273.0,25209.30810098297,1936.3081009829657,1936.3081009829657,1936.3081009829657
2019-09-01,25855.0,29005.209763995357,3150.2097639953536,3150.2097639953536,3150.2097639953536
2019-09-08,28091.0,31953.165093065152,3862.165093065152,3862.165093065152,3862.165093065152
2019-09-15,27754.0,30891.056420123903,3137.056420123903,3137.056420123903,3137.056420123903
2019-09-22,31030.0,38409.0560241604,7379.0560241604035,7379.0560241604035,7379.0560241604035
2019-09-29,40448.0,42144.37039600319,1696.3703960031853,1696.3703960031853,1696.3703960031853
2019-10-06,2620.0,10339.660475094084,7719.660475094084,7719.660475094084,7719.660475094084
2019-10-13,31291.0,33801.90448981847,2510.904489818473,2510.904489818473,2510.904489818473
2019-10-20,21143.0,26681.2515426185,5538.251542618498,5538.251542618498,5538.251542618498
2019-10-27,30152.0,34098.63496789484,3946.634967894839,3946.634967894839,3946.634967894839
2019-11-03,18323.0,23786.25441510469,5463.2544151046895,5463.2544151046895,5463.2544151046895
2019-11-10,29473.0,31136.75019320683,1663.75019320683,1663.75019320683,1663.75019320683
2019-11-17,27208.0,29369.258362446024,2161.258362446024,2161.258362446024,2161.258362446024
2019-11-24,28615.0,31278.689617442025,2663.6896174420253,2663.6896174420253,2663.6896174420253
2019-12-01,21237.0,24411.472535077803,3174.4725350778026,3174.4725350778026,3174.4725350778026
2019-12-08,30513.0,31634.53397533931,1121.533975339309,1121.533975339309,1121.533975339309
2019-12-15,32256.0,32967.733443363446,711.733443363446,711.733443363446,711.733443363446
2019-12-22,29722.0,33171.78513121632,3449.7851312163184,3449.7851312163184,3449.7851312163184
2019-12-29,22008.0,23201.818616507804,1193.818616507804,1193.818616507804,1193.818616507804
2025-12-07,33384.0,33413.185027087115,29.185027087114577,29.185027087114577,29.185027087114577
2025-12-07,32678.913464513746,33413.185027087115,734.2715625733726,734.2715625733726,734.2715625733726
2025-12-14,35264.0,35366.641572606146,102.64157260614591,102.64157260614591,102.64157260614591
2025-12-14,34588.11297037242,35366.641572606146,778.5286022337241,778.5286022337241,778.5286022337241
2025-12-21,29424.0,30319.18549501002,895.1854950100205,895.1854950100205,895.1854950100205
2025-12-21,29317.97541555332,30319.18549501002,1001.210079456705,1001.210079456705,1001.210079456705
2025-12-28,45138.0,45816.44761607872,678.4476160787235,678.4476160787235,678.4476160787235
2025-12-28,42713.35608954105,45816.44761607872,3103.0915265376752,3103.0915265376752,3103.0915265376752
2026-01-04,24616.0,21012.05219482759,-3603.947805172411,3603.947805172411,3603.947805172411
2026-01-04,23839.04489731016,21012.05219482759,-2826.9927024825665,2826.9927024825665,2826.9927024825665
