gcode,gname,week_end_date,week_end_year,total_weekly_sales,weekly_purchase_tax_rate_mean,weekly_invoice_tax_rate_mean,year,month,quarter,weekofyear,weekofmonth,is_month_start,is_month_end,days_in_month,elapsed_weeks,total_weekly_sales_lag_1,total_weekly_sales_lag_2,total_weekly_sales_lag_4,total_weekly_sales_lag_8,lag_2_diff,lag_4_diff,lag_8_diff,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,rolling_mean_26,rolling_std_26,pct_change_1w,pct_change_4w,rolling_mean_ratio_4_12,target_zscore,num_holidays_in_week,min_days_to_next_holiday_in_week,num_days_before_holiday_period_in_week,num_workday_holidays_in_week,data_split,is_train
26436,低钙腹膜透析液(乳酸盐-G1.5%),2026-01-18,2026,0.0,0.13,0.13,2026,1,1,3,3,0,0,31,367,29104.0,45138.0,35264.0,33840.0,-16034.0,-6160.0,-4736.0,34732.5,7492.598725853834,34604.125,4953.19338371002,33957.5,4951.266752513507,33999.0,8171.26888555262,-0.3552217643670521,-0.1282051282051282,1.022822645954502,-0.9802541940476394,0,,0,0,future,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2026-01-25,2026,0.0,0.13,0.13,2026,1,1,4,4,0,0,31,368,29104.0,45138.0,35264.0,33840.0,-16034.0,-6160.0,-4736.0,34732.5,7492.598725853834,34604.125,4953.19338371002,33957.5,4951.266752513507,33999.0,8171.26888555262,-0.3552217643670521,-0.1282051282051282,1.022822645954502,-0.9802541940476394,0,,0,0,future,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2026-02-01,2026,0.0,0.13,0.13,2026,2,1,5,1,1,0,28,369,29104.0,45138.0,35264.0,33840.0,-16034.0,-6160.0,-4736.0,34732.5,7492.598725853834,34604.125,4953.19338371002,33957.5,4951.266752513507,33999.0,8171.26888555262,-0.3552217643670521,-0.1282051282051282,1.022822645954502,-0.9802541940476394,0,,0,0,future,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2026-02-08,2026,0.0,0.13,0.13,2026,2,1,6,2,0,0,28,370,29104.0,45138.0,35264.0,33840.0,-16034.0,-6160.0,-4736.0,34732.5,7492.598725853834,34604.125,4953.19338371002,33957.5,4951.266752513507,33999.0,8171.26888555262,-0.3552217643670521,-0.1282051282051282,1.022822645954502,-0.9802541940476394,0,,0,0,future,False
