week_end_date,total_weekly_sales,pred_sales,error,abs_error,rmse
2025-12-14,35264.0,33545.568134909496,-1718.4318650905043,1718.4318650905043,1718.4318650905043
2025-12-14,35826.27362902926,33545.568134909496,-2280.705494119764,2280.705494119764,2280.705494119764
2025-12-21,29424.0,35738.473276213655,6314.473276213656,6314.473276213656,6314.473276213656
2025-12-21,30279.048960691893,35738.473276213655,5459.424315521763,5459.424315521763,5459.424315521763
2025-12-28,45138.0,43840.38914176498,-1297.6108582350207,1297.6108582350207,1297.6108582350207
2025-12-28,44532.193901974,43840.38914176498,-691.8047602090155,691.8047602090155,691.8047602090155
2026-01-04,29104.0,39885.93598083199,10781.935980831991,10781.935980831991,10781.935980831991
2026-01-04,28489.250787953668,39885.93598083199,11396.685192878324,11396.685192878324,11396.685192878324
2026-01-11,6560.0,36485.86972592833,29925.86972592833,29925.86972592833,29925.86972592833
2026-01-11,6787.119538135307,36485.86972592833,29698.750187793023,29698.750187793023,29698.750187793023
